Pickup_date,Alphabet_City,Gramercy,GVillage_N,GVillage_S,Little_Italy,LES,SoHo,Union_Sq
3/23/15 14:00,13,38,36,22,41,32,51,87
3/23/15 15:00,8,33,46,22,51,23,51,75
3/23/15 16:00,14,40,53,37,46,31,51,90
3/23/15 17:00,9,45,55,30,66,34,67,137
3/23/15 18:00,23,76,66,29,99,32,77,166
3/23/15 19:00,20,68,77,52,99,59,98,177
3/23/15 20:00,17,70,81,62,96,38,76,149
3/23/15 21:00,9,48,89,76,55,54,67,144
3/23/15 22:00,9,43,55,67,77,55,45,138
3/23/15 23:00,9,34,40,52,43,56,33,78
3/24/15 0:00,12,11,19,40,19,30,29,37
3/24/15 1:00,2,13,11,21,7,13,9,28
3/24/15 2:00,1,10,5,9,4,14,3,9
3/24/15 3:00,2,3,4,1,4,10,1,2
3/24/15 4:00,2,11,7,3,3,4,3,7
3/24/15 5:00,9,18,14,7,6,10,13,8
3/24/15 6:00,11,37,32,22,15,26,15,18
3/24/15 7:00,27,63,25,25,32,35,49,43
3/24/15 8:00,37,98,83,28,30,41,49,49
3/24/15 9:00,36,103,80,32,58,55,54,74
3/24/15 10:00,23,40,50,33,39,33,33,76
3/24/15 11:00,14,45,49,26,29,26,46,73
3/24/15 12:00,17,32,49,25,38,28,30,82
3/24/15 13:00,23,32,36,32,42,36,35,77
3/24/15 14:00,8,46,44,39,38,23,45,104
3/24/15 15:00,16,42,57,35,61,37,55,126
3/24/15 16:00,11,41,55,39,70,31,64,128
3/24/15 17:00,10,55,56,37,67,35,73,180
3/24/15 18:00,17,77,97,51,103,40,122,197
3/24/15 19:00,16,78,90,68,99,52,122,183
3/24/15 20:00,10,56,89,79,110,69,90,208
3/24/15 21:00,16,65,70,81,92,81,67,197
3/24/15 22:00,14,54,63,72,96,74,74,166
3/24/15 23:00,11,47,70,51,67,84,54,99
3/25/15 0:00,7,36,34,39,32,55,34,73
3/25/15 1:00,6,12,11,26,11,33,21,27
3/25/15 2:00,6,10,10,13,10,15,13,12
3/25/15 3:00,5,6,5,4,5,11,4,12
3/25/15 4:00,2,4,4,9,8,12,3,8
3/25/15 5:00,4,21,20,6,9,6,12,14
3/25/15 6:00,20,31,28,15,27,23,25,19
3/25/15 7:00,30,46,37,23,32,39,32,32
3/25/15 8:00,37,68,53,38,41,36,50,56
3/25/15 9:00,44,100,48,25,50,53,52,65
3/25/15 10:00,23,45,45,16,39,33,48,74
3/25/15 11:00,16,38,42,22,35,26,37,66
3/25/15 12:00,17,42,41,33,30,32,40,75
3/25/15 13:00,16,37,44,26,64,28,51,79
3/25/15 14:00,15,49,42,21,51,26,46,96
3/25/15 15:00,19,48,64,48,83,42,89,161
3/25/15 16:00,19,75,83,58,99,38,89,191
3/25/15 17:00,15,63,96,56,88,28,98,230
3/25/15 18:00,21,86,92,69,120,46,101,268
3/25/15 19:00,27,110,137,64,153,61,131,291
3/25/15 20:00,25,107,128,85,161,99,145,256
3/25/15 21:00,21,98,96,103,128,117,94,226
3/25/15 22:00,18,81,85,89,95,120,70,201
3/25/15 23:00,13,65,68,70,70,90,48,128
3/26/15 0:00,6,46,37,46,19,83,31,71
3/26/15 1:00,7,15,19,33,18,25,15,26
3/26/15 2:00,2,11,11,10,9,16,6,14
3/26/15 3:00,2,8,5,11,5,20,1,12
3/26/15 4:00,4,16,6,7,2,16,4,9
3/26/15 5:00,7,21,22,7,10,18,11,14
3/26/15 6:00,18,35,21,12,28,21,24,30
3/26/15 7:00,30,59,31,23,33,45,45,50
3/26/15 8:00,42,89,66,30,48,50,66,57
3/26/15 9:00,42,85,75,34,46,63,57,74
3/26/15 10:00,28,58,40,28,54,44,52,80
3/26/15 11:00,23,42,39,33,53,40,65,84
3/26/15 12:00,21,50,48,21,51,38,47,108
3/26/15 13:00,14,44,49,13,57,41,52,113
3/26/15 14:00,12,54,48,36,69,34,60,113
3/26/15 15:00,15,52,51,34,70,34,63,127
3/26/15 16:00,13,49,59,44,70,34,83,149
3/26/15 17:00,17,62,74,45,93,36,78,204
3/26/15 18:00,25,99,111,51,96,45,104,207
3/26/15 19:00,24,92,82,65,113,69,134,220
3/26/15 20:00,30,101,94,70,132,61,117,228
3/26/15 21:00,16,118,82,99,132,91,91,265
3/26/15 22:00,26,127,114,201,157,140,105,314
3/26/15 23:00,15,134,115,197,120,131,98,306
3/27/15 0:00,16,75,67,60,56,109,53,118
3/27/15 1:00,9,44,38,32,36,75,17,59
3/27/15 2:00,5,6,13,20,18,45,7,19
3/27/15 3:00,4,16,12,16,8,37,9,8
3/27/15 4:00,7,12,7,14,13,23,8,10
3/27/15 5:00,12,11,20,8,12,19,13,18
3/27/15 6:00,19,36,32,20,15,25,23,32
3/27/15 7:00,35,69,40,22,29,40,40,47
3/27/15 8:00,37,92,60,46,32,29,54,53
3/27/15 9:00,31,100,72,34,47,47,55,65
3/27/15 10:00,38,72,55,31,38,50,44,67
3/27/15 11:00,22,43,43,21,40,35,39,82
3/27/15 12:00,22,41,58,24,49,31,50,83
3/27/15 13:00,19,31,47,34,55,25,65,90
3/27/15 14:00,14,41,44,36,55,44,67,105
3/27/15 15:00,13,53,48,45,75,42,58,116
3/27/15 16:00,18,57,57,52,89,46,91,153
3/27/15 17:00,23,69,73,73,79,57,83,169
3/27/15 18:00,29,100,86,71,121,59,109,215
3/27/15 19:00,35,120,114,85,127,97,129,224
3/27/15 20:00,46,123,120,111,148,130,127,214
3/27/15 21:00,38,114,116,122,130,117,119,164
3/27/15 22:00,50,148,130,136,141,137,91,205
3/27/15 23:00,40,183,152,154,156,194,123,270
3/28/15 0:00,38,167,165,185,120,197,86,204
3/28/15 1:00,30,89,78,205,94,226,47,101
3/28/15 2:00,26,59,44,120,71,206,25,52
3/28/15 3:00,10,22,28,46,36,136,18,38
3/28/15 4:00,17,21,23,24,28,67,11,28
3/28/15 5:00,13,21,17,7,15,21,14,20
3/28/15 6:00,8,16,8,11,21,17,13,16
3/28/15 7:00,10,17,13,20,21,13,13,18
3/28/15 8:00,8,25,23,13,13,22,18,26
3/28/15 9:00,22,26,33,17,24,26,21,37
3/28/15 10:00,18,45,47,21,30,33,24,39
3/28/15 11:00,33,57,48,26,37,48,30,62
3/28/15 12:00,30,64,47,34,68,55,45,77
3/28/15 13:00,32,79,53,50,66,71,64,81
3/28/15 14:00,28,70,58,46,81,68,47,83
3/28/15 15:00,32,59,46,68,91,80,53,93
3/28/15 16:00,37,97,55,70,112,83,98,115
3/28/15 17:00,50,104,80,80,114,86,115,148
3/28/15 18:00,46,112,123,88,119,106,112,124
3/28/15 19:00,40,149,126,92,125,110,151,186
3/28/15 20:00,64,154,164,114,143,148,134,194
3/28/15 21:00,46,127,132,139,141,179,114,190
3/28/15 22:00,47,149,127,156,184,179,118,191
3/28/15 23:00,37,232,193,259,177,202,112,289
3/29/15 0:00,37,181,197,266,186,300,123,236
3/29/15 1:00,58,109,137,293,133,427,82,135
3/29/15 2:00,44,88,57,210,120,406,48,72
3/29/15 3:00,30,51,23,70,48,193,34,54
3/29/15 4:00,18,30,11,45,38,121,13,25
3/29/15 5:00,13,15,9,13,22,30,9,23
3/29/15 6:00,7,12,12,5,18,18,9,17
3/29/15 7:00,9,5,8,8,11,18,7,11
3/29/15 8:00,10,25,21,14,19,16,6,12
3/29/15 9:00,14,22,28,8,28,16,19,25
3/29/15 10:00,15,37,23,26,33,25,20,31
3/29/15 11:00,25,58,41,19,47,53,47,57
3/29/15 12:00,24,63,49,42,55,61,55,72
3/29/15 13:00,22,66,45,31,49,55,62,63
3/29/15 14:00,21,72,73,41,70,55,68,78
3/29/15 15:00,28,50,68,54,81,55,61,82
3/29/15 16:00,18,61,57,49,66,48,82,94
3/29/15 17:00,19,93,50,50,92,70,80,111
3/29/15 18:00,29,89,50,57,79,63,72,92
3/29/15 19:00,17,66,48,51,84,63,79,93
3/29/15 20:00,19,57,58,73,66,72,65,79
3/29/15 21:00,21,42,66,48,74,77,68,89
3/29/15 22:00,19,49,56,55,74,58,29,67
3/29/15 23:00,13,27,37,41,48,50,24,57
3/30/15 0:00,7,19,13,28,23,31,18,28
3/30/15 1:00,5,10,6,14,12,16,6,20
3/30/15 2:00,3,8,4,11,3,8,9,2
3/30/15 3:00,1,6,2,6,1,2,3,2
3/30/15 4:00,9,10,8,8,10,6,9,7
3/30/15 5:00,12,16,22,14,13,20,16,11
3/30/15 6:00,15,35,17,22,12,28,23,22
3/30/15 7:00,24,60,43,23,30,32,47,37
3/30/15 8:00,32,94,72,36,35,45,53,49
3/30/15 9:00,43,83,53,27,52,59,47,66
3/30/15 10:00,37,55,44,26,34,43,34,56
3/30/15 11:00,12,42,34,20,34,36,30,58
3/30/15 12:00,17,42,38,30,44,31,43,74
3/30/15 13:00,10,47,33,30,35,21,44,75
3/30/15 14:00,9,37,44,36,53,31,46,81
3/30/15 15:00,11,37,59,34,62,34,65,84
3/30/15 16:00,4,50,50,29,61,42,68,99
3/30/15 17:00,18,52,61,24,59,44,70,140
3/30/15 18:00,11,70,90,52,97,44,77,167
3/30/15 19:00,15,64,70,49,101,48,88,165
3/30/15 20:00,21,70,77,67,95,45,92,139
3/30/15 21:00,13,48,55,67,100,48,79,138
3/30/15 22:00,19,52,36,59,67,66,52,129
3/30/15 23:00,9,36,56,37,36,62,32,70
3/31/15 0:00,19,35,27,34,17,34,13,49
3/31/15 1:00,2,13,7,15,12,17,6,25
3/31/15 2:00,5,5,7,14,8,11,5,11
3/31/15 3:00,1,5,3,7,4,8,7,4
3/31/15 4:00,3,6,5,11,7,11,5,5
3/31/15 5:00,10,3,14,4,10,14,18,12
3/31/15 6:00,18,31,21,15,18,18,35,26
3/31/15 7:00,25,67,35,21,27,34,45,47
3/31/15 8:00,25,85,62,45,40,40,65,54
3/31/15 9:00,35,91,67,30,45,56,47,71
3/31/15 10:00,23,58,45,25,44,39,35,58
3/31/15 11:00,21,44,33,24,44,29,30,54
3/31/15 12:00,23,37,45,23,45,39,51,57
3/31/15 13:00,11,37,48,32,57,47,55,87
3/31/15 14:00,22,53,54,41,81,40,69,137
3/31/15 15:00,14,57,87,60,83,44,83,185
3/31/15 16:00,12,64,93,51,83,51,96,175
3/31/15 17:00,18,76,101,35,86,44,93,217
3/31/15 18:00,29,78,141,69,127,62,109,284
3/31/15 19:00,20,99,138,99,133,78,149,337
3/31/15 20:00,25,109,169,124,170,95,124,366
3/31/15 21:00,25,116,113,114,114,110,108,279
3/31/15 22:00,13,88,113,118,85,90,90,216
3/31/15 23:00,11,60,62,99,86,89,69,108
4/1/15 0:00,11,35,26,38,34,38,28,47
4/1/15 1:00,7,18,16,19,13,21,14,38
4/1/15 2:00,3,7,7,16,10,16,4,18
4/1/15 3:00,3,5,4,7,7,14,3,8
4/1/15 4:00,3,6,5,4,10,5,4,8
4/1/15 5:00,2,15,16,7,5,19,16,19
4/1/15 6:00,16,48,29,8,23,18,19,25
4/1/15 7:00,27,64,32,13,25,36,46,43
4/1/15 8:00,25,93,46,27,36,33,50,45
4/1/15 9:00,45,87,59,34,49,60,45,71
4/1/15 10:00,26,44,48,26,47,41,44,61
4/1/15 11:00,18,36,39,17,45,34,44,60
4/1/15 12:00,22,35,46,32,47,33,38,84
4/1/15 13:00,7,38,47,34,35,26,52,95
4/1/15 14:00,12,36,54,40,50,34,42,91
4/1/15 15:00,14,47,48,31,53,31,45,120
4/1/15 16:00,16,38,68,34,61,36,60,144
4/1/15 17:00,16,39,63,29,83,44,77,187
4/1/15 18:00,18,86,95,61,118,36,102,193
4/1/15 19:00,32,77,115,68,120,63,132,226
4/1/15 20:00,22,85,107,62,107,89,116,196
4/1/15 21:00,22,97,105,95,110,94,88,180
4/1/15 22:00,18,61,105,68,89,104,86,163
4/1/15 23:00,24,70,76,75,77,108,68,128
4/2/15 0:00,9,50,34,46,39,74,41,75
4/2/15 1:00,15,28,22,34,14,40,17,30
4/2/15 2:00,0,13,3,14,10,13,8,20
4/2/15 3:00,1,5,4,4,5,18,6,6
4/2/15 4:00,3,6,3,6,6,7,14,9
4/2/15 5:00,7,17,20,7,10,13,15,15
4/2/15 6:00,17,30,23,16,20,23,21,26
4/2/15 7:00,26,58,44,19,29,42,40,47
4/2/15 8:00,30,87,66,20,43,34,48,56
4/2/15 9:00,35,92,65,31,43,63,41,86
4/2/15 10:00,32,57,56,18,50,34,33,59
4/2/15 11:00,22,39,45,25,43,37,37,66
4/2/15 12:00,18,32,40,33,45,37,37,72
4/2/15 13:00,13,36,53,29,43,29,50,75
4/2/15 14:00,13,36,39,35,64,23,54,96
4/2/15 15:00,10,43,55,40,50,23,53,123
4/2/15 16:00,8,45,89,29,66,35,53,139
4/2/15 17:00,12,67,82,45,64,37,86,196
4/2/15 18:00,17,85,124,75,94,48,78,225
4/2/15 19:00,25,107,95,58,133,84,119,214
4/2/15 20:00,26,105,85,78,127,85,122,254
4/2/15 21:00,24,104,116,88,119,139,77,241
4/2/15 22:00,17,99,103,98,130,102,92,232
4/2/15 23:00,10,88,137,142,118,143,85,187
4/3/15 0:00,16,94,109,100,69,117,65,148
4/3/15 1:00,19,47,34,56,31,108,26,73
4/3/15 2:00,8,25,13,22,26,66,10,24
4/3/15 3:00,10,16,19,14,17,21,10,14
4/3/15 4:00,9,13,16,21,11,23,7,20
4/3/15 5:00,8,23,18,15,11,23,17,21
4/3/15 6:00,12,28,23,14,20,26,15,20
4/3/15 7:00,26,48,33,14,25,22,32,21
4/3/15 8:00,41,71,47,19,29,45,31,42
4/3/15 9:00,40,93,40,36,41,54,39,57
4/3/15 10:00,36,73,66,26,50,52,42,77
4/3/15 11:00,19,67,60,33,44,42,41,88
4/3/15 12:00,15,46,74,38,39,48,63,97
4/3/15 13:00,16,59,60,42,74,37,54,123
4/3/15 14:00,16,57,55,46,72,42,54,135
4/3/15 15:00,20,90,80,40,68,56,70,158
4/3/15 16:00,24,81,83,55,70,52,65,205
4/3/15 17:00,23,95,110,53,92,62,93,170
4/3/15 18:00,30,93,75,70,109,70,93,144
4/3/15 19:00,37,91,92,74,109,81,100,142
4/3/15 20:00,26,88,87,68,96,91,86,110
4/3/15 21:00,30,86,77,63,99,92,61,94
4/3/15 22:00,35,70,83,97,86,111,73,96
4/3/15 23:00,32,73,111,114,96,110,89,104
4/4/15 0:00,39,74,93,84,82,162,63,108
4/4/15 1:00,34,43,37,63,60,166,24,54
4/4/15 2:00,20,29,20,44,50,118,15,35
4/4/15 3:00,12,23,6,38,48,105,14,20
4/4/15 4:00,8,20,10,20,35,55,11,15
4/4/15 5:00,4,16,7,11,9,16,7,10
4/4/15 6:00,15,11,7,6,11,12,12,14
4/4/15 7:00,17,22,9,5,5,11,10,12
4/4/15 8:00,13,21,21,8,7,17,11,13
4/4/15 9:00,14,33,22,16,17,26,19,25
4/4/15 10:00,25,30,35,19,31,30,24,27
4/4/15 11:00,28,48,39,30,36,35,30,44
4/4/15 12:00,20,34,39,27,45,50,37,53
4/4/15 13:00,23,51,55,36,41,56,59,60
4/4/15 14:00,28,50,40,29,53,65,39,71
4/4/15 15:00,25,40,72,50,62,53,68,55
4/4/15 16:00,27,50,73,57,84,66,73,101
4/4/15 17:00,25,78,87,76,105,86,107,136
4/4/15 18:00,31,62,86,54,107,68,95,84
4/4/15 19:00,42,93,82,81,87,106,103,106
4/4/15 20:00,35,90,67,55,103,96,92,121
4/4/15 21:00,39,78,79,75,89,91,80,102
4/4/15 22:00,27,73,77,86,97,114,62,105
4/4/15 23:00,29,102,94,137,84,136,80,129
4/5/15 0:00,44,76,76,118,87,173,58,111
4/5/15 1:00,34,64,39,57,51,143,38,53
4/5/15 2:00,23,30,32,44,41,130,16,37
4/5/15 3:00,14,26,28,28,24,92,15,33
4/5/15 4:00,11,16,16,17,18,63,12,23
4/5/15 5:00,8,13,4,8,5,14,8,6
4/5/15 6:00,4,12,15,4,11,11,5,6
4/5/15 7:00,7,8,7,3,6,11,9,5
4/5/15 8:00,13,19,10,5,12,17,11,11
4/5/15 9:00,13,29,25,11,23,20,14,16
4/5/15 10:00,16,31,33,16,24,29,30,31
4/5/15 11:00,23,51,33,26,46,36,23,49
4/5/15 12:00,22,48,56,28,37,42,34,60
4/5/15 13:00,19,60,47,27,43,43,48,57
4/5/15 14:00,27,57,50,35,77,65,46,60
4/5/15 15:00,22,38,48,33,47,47,57,55
4/5/15 16:00,30,49,49,40,62,62,43,70
4/5/15 17:00,21,42,49,35,79,44,57,61
4/5/15 18:00,22,39,50,47,46,51,60,45
4/5/15 19:00,21,42,33,40,55,52,46,65
4/5/15 20:00,16,38,39,37,45,43,31,53
4/5/15 21:00,24,37,46,30,44,58,35,49
4/5/15 22:00,10,30,39,40,35,44,24,45
4/5/15 23:00,11,22,19,31,29,52,15,41
4/6/15 0:00,5,12,18,13,16,33,15,23
4/6/15 1:00,2,4,8,11,9,12,8,14
4/6/15 2:00,4,3,6,8,8,9,2,2
4/6/15 3:00,1,2,8,2,3,8,2,5
4/6/15 4:00,4,8,5,4,5,13,5,3
4/6/15 5:00,8,16,17,10,7,18,10,12
4/6/15 6:00,22,27,24,19,19,27,19,30
4/6/15 7:00,27,51,39,23,22,27,31,32
4/6/15 8:00,40,82,49,32,37,35,41,55
4/6/15 9:00,31,58,50,20,24,51,43,51
4/6/15 10:00,21,44,32,22,23,39,32,51
4/6/15 11:00,21,36,32,22,25,19,32,55
4/6/15 12:00,14,35,39,24,32,23,37,60
4/6/15 13:00,12,31,47,17,36,30,32,47
4/6/15 14:00,10,25,34,19,43,30,39,74
4/6/15 15:00,11,32,47,27,33,24,57,76
4/6/15 16:00,8,38,45,31,54,38,45,94
4/6/15 17:00,8,51,47,28,73,36,53,127
4/6/15 18:00,14,40,82,36,77,39,65,137
4/6/15 19:00,17,49,59,41,65,40,76,120
4/6/15 20:00,26,47,69,47,76,48,72,146
4/6/15 21:00,20,49,76,64,83,38,48,130
4/6/15 22:00,15,51,47,58,55,46,46,97
4/6/15 23:00,9,51,38,43,42,59,35,94
4/7/15 0:00,9,24,24,28,27,33,18,51
4/7/15 1:00,3,13,12,14,7,13,12,22
4/7/15 2:00,2,8,8,4,4,13,5,16
4/7/15 3:00,3,3,0,3,6,4,1,6
4/7/15 4:00,8,6,9,6,6,7,1,4
4/7/15 5:00,8,15,9,7,8,12,17,9
4/7/15 6:00,18,33,21,12,24,17,21,23
4/7/15 7:00,31,59,44,29,29,35,43,41
4/7/15 8:00,34,100,44,29,37,31,47,60
4/7/15 9:00,41,83,66,35,46,47,49,60
4/7/15 10:00,23,49,34,24,35,35,44,52
4/7/15 11:00,23,30,35,23,34,25,43,62
4/7/15 12:00,13,41,47,26,35,26,36,63
4/7/15 13:00,13,29,33,18,47,25,42,82
4/7/15 14:00,17,38,51,28,78,27,45,80
4/7/15 15:00,11,39,65,53,76,35,49,91
4/7/15 16:00,10,49,64,53,62,38,75,111
4/7/15 17:00,17,56,83,41,78,38,80,172
4/7/15 18:00,19,83,123,58,107,48,119,290
4/7/15 19:00,32,95,167,100,152,71,156,377
4/7/15 20:00,27,104,139,103,122,100,133,266
4/7/15 21:00,24,96,108,124,111,75,80,213
4/7/15 22:00,20,66,134,123,96,75,105,201
4/7/15 23:00,32,36,65,98,51,76,50,125
4/8/15 0:00,11,28,41,38,26,56,27,57
4/8/15 1:00,5,14,21,12,12,23,13,18
4/8/15 2:00,7,9,11,12,8,10,8,12
4/8/15 3:00,0,1,4,3,8,9,4,9
4/8/15 4:00,5,2,5,5,8,11,8,10
4/8/15 5:00,4,13,13,7,11,12,10,14
4/8/15 6:00,18,27,36,9,26,20,26,27
4/8/15 7:00,31,62,34,26,25,36,42,51
4/8/15 8:00,31,101,54,22,42,36,53,58
4/8/15 9:00,50,95,48,31,38,54,42,65
4/8/15 10:00,20,57,46,27,45,37,40,62
4/8/15 11:00,20,37,44,20,37,34,46,69
4/8/15 12:00,20,31,32,30,41,33,37,67
4/8/15 13:00,12,35,48,29,60,28,44,84
4/8/15 14:00,18,56,57,34,47,32,44,101
4/8/15 15:00,16,42,61,35,44,32,61,129
4/8/15 16:00,7,55,81,32,66,27,76,141
4/8/15 17:00,12,53,69,39,92,35,101,204
4/8/15 18:00,23,77,105,73,122,44,133,232
4/8/15 19:00,24,92,114,70,133,76,142,246
4/8/15 20:00,23,87,113,92,142,85,140,216
4/8/15 21:00,27,98,131,128,105,83,96,239
4/8/15 22:00,15,66,135,104,100,100,83,258
4/8/15 23:00,18,70,83,75,64,99,55,144
4/9/15 0:00,11,36,47,51,32,63,23,64
4/9/15 1:00,6,18,18,37,22,23,13,19
4/9/15 2:00,1,13,7,10,11,22,7,12
4/9/15 3:00,1,9,4,11,8,12,7,9
4/9/15 4:00,7,15,11,12,14,15,18,14
4/9/15 5:00,7,12,12,16,18,18,15,19
4/9/15 6:00,18,32,28,16,21,22,19,23
4/9/15 7:00,20,69,37,18,27,33,40,46
4/9/15 8:00,29,109,67,31,45,46,51,43
4/9/15 9:00,44,128,56,23,51,58,43,66
4/9/15 10:00,34,58,41,24,41,40,50,52
4/9/15 11:00,21,50,53,27,46,27,52,73
4/9/15 12:00,21,32,53,27,35,46,52,101
4/9/15 13:00,16,43,50,27,49,32,50,94
4/9/15 14:00,12,48,55,38,66,44,55,129
4/9/15 15:00,15,48,63,44,68,37,89,146
4/9/15 16:00,12,56,84,58,74,31,66,146
4/9/15 17:00,18,73,95,38,94,62,90,198
4/9/15 18:00,28,78,112,52,116,55,135,259
4/9/15 19:00,19,93,110,79,134,67,133,256
4/9/15 20:00,17,102,103,92,138,81,116,244
4/9/15 21:00,24,100,102,121,146,98,105,211
4/9/15 22:00,25,103,130,126,123,126,98,229
4/9/15 23:00,19,65,107,127,104,130,65,163
4/10/15 0:00,16,56,56,84,54,96,49,108
4/10/15 1:00,11,32,18,44,39,59,13,45
4/10/15 2:00,6,19,15,20,22,32,13,22
4/10/15 3:00,2,9,8,8,10,29,11,14
4/10/15 4:00,5,17,14,13,12,17,9,19
4/10/15 5:00,8,22,12,15,16,19,12,14
4/10/15 6:00,17,44,32,14,31,30,28,32
4/10/15 7:00,24,57,47,27,24,40,31,38
4/10/15 8:00,33,106,50,21,33,45,50,65
4/10/15 9:00,48,129,53,31,57,63,47,58
4/10/15 10:00,35,58,51,34,46,46,39,73
4/10/15 11:00,22,62,44,32,47,36,44,59
4/10/15 12:00,16,43,47,26,55,39,61,86
4/10/15 13:00,18,51,49,33,63,36,51,82
4/10/15 14:00,20,44,56,50,65,38,57,111
4/10/15 15:00,21,62,76,40,66,44,63,136
4/10/15 16:00,10,69,83,45,68,47,74,146
4/10/15 17:00,15,54,74,39,108,45,84,183
4/10/15 18:00,21,72,82,66,118,54,120,217
4/10/15 19:00,42,113,109,83,126,71,124,185
4/10/15 20:00,35,134,98,75,127,90,103,200
4/10/15 21:00,37,99,95,74,113,105,84,146
4/10/15 22:00,44,96,113,99,110,112,79,155
4/10/15 23:00,48,143,118,119,104,159,102,182
4/11/15 0:00,41,114,120,150,100,173,65,140
4/11/15 1:00,39,53,56,108,78,219,37,74
4/11/15 2:00,17,51,37,66,47,181,24,48
4/11/15 3:00,10,29,20,38,22,94,18,32
4/11/15 4:00,6,16,11,20,20,66,16,23
4/11/15 5:00,14,12,12,10,12,18,10,13
4/11/15 6:00,5,15,13,10,13,14,5,11
4/11/15 7:00,11,7,15,5,15,11,4,14
4/11/15 8:00,10,25,19,9,20,26,13,25
4/11/15 9:00,15,35,20,19,25,25,19,24
4/11/15 10:00,15,48,37,24,22,31,23,40
4/11/15 11:00,24,54,56,30,45,33,37,39
4/11/15 12:00,23,55,40,32,48,30,39,45
4/11/15 13:00,24,50,34,28,38,39,40,61
4/11/15 14:00,22,52,35,35,56,46,54,64
4/11/15 15:00,17,47,51,53,70,68,61,69
4/11/15 16:00,33,51,57,71,82,69,72,81
4/11/15 17:00,30,91,68,67,108,87,113,98
4/11/15 18:00,38,83,101,83,102,104,100,113
4/11/15 19:00,42,125,109,82,130,93,106,120
4/11/15 20:00,53,136,115,84,135,133,107,159
4/11/15 21:00,39,114,91,102,156,138,75,157
4/11/15 22:00,39,101,134,139,147,147,87,164
4/11/15 23:00,32,140,161,191,143,165,109,167
4/12/15 0:00,39,157,200,216,142,203,90,178
4/12/15 1:00,54,101,122,208,139,270,71,125
4/12/15 2:00,32,54,59,153,74,276,28,78
4/12/15 3:00,19,47,32,78,48,166,10,47
4/12/15 4:00,12,24,18,24,21,76,12,23
4/12/15 5:00,5,13,6,16,11,18,8,15
4/12/15 6:00,4,10,9,6,13,14,4,6
4/12/15 7:00,8,8,7,8,10,14,11,7
4/12/15 8:00,18,14,14,13,14,13,11,14
4/12/15 9:00,10,19,20,11,22,24,19,26
4/12/15 10:00,18,40,38,19,26,30,20,38
4/12/15 11:00,25,49,40,27,35,31,36,32
4/12/15 12:00,20,49,40,37,46,31,35,59
4/12/15 13:00,12,51,42,32,52,47,47,47
4/12/15 14:00,15,47,42,27,49,42,51,55
4/12/15 15:00,16,40,37,32,54,50,56,75
4/12/15 16:00,15,71,53,43,55,55,58,68
4/12/15 17:00,20,46,48,51,48,44,59,81
4/12/15 18:00,33,50,43,35,49,75,59,69
4/12/15 19:00,19,47,49,50,53,57,52,70
4/12/15 20:00,22,46,50,46,53,59,52,69
4/12/15 21:00,21,43,45,50,38,58,45,37
4/12/15 22:00,29,46,45,53,53,65,39,68
4/12/15 23:00,17,30,25,42,28,45,26,51
4/13/15 0:00,7,22,14,19,12,25,14,32
4/13/15 1:00,3,5,7,6,9,9,6,14
4/13/15 2:00,0,9,6,11,5,6,8,5
4/13/15 3:00,1,5,4,11,5,2,1,8
4/13/15 4:00,6,9,7,5,11,11,9,3
4/13/15 5:00,10,28,24,9,10,18,10,16
4/13/15 6:00,17,32,28,17,20,26,17,24
4/13/15 7:00,28,56,41,23,33,30,36,38
4/13/15 8:00,27,75,56,36,33,26,48,57
4/13/15 9:00,43,71,42,24,35,50,41,61
4/13/15 10:00,19,46,39,21,41,38,26,40
4/13/15 11:00,16,32,35,12,32,27,29,55
4/13/15 12:00,19,35,26,17,33,19,37,58
4/13/15 13:00,8,30,28,26,33,33,38,56
4/13/15 14:00,12,30,34,30,48,21,26,78
4/13/15 15:00,12,26,55,28,45,20,55,73
4/13/15 16:00,11,37,43,26,48,37,51,82
4/13/15 17:00,12,47,49,28,62,37,56,124
4/13/15 18:00,10,54,63,38,86,30,84,144
4/13/15 19:00,11,44,58,36,74,29,65,125
4/13/15 20:00,17,44,73,50,65,49,73,108
4/13/15 21:00,7,41,55,50,64,63,41,119
4/13/15 22:00,15,35,50,64,49,55,48,97
4/13/15 23:00,10,29,22,39,31,48,44,51
4/14/15 0:00,13,18,14,29,25,23,11,33
4/14/15 1:00,4,13,8,8,10,12,18,22
4/14/15 2:00,5,5,5,9,9,6,6,9
4/14/15 3:00,1,3,3,6,1,6,6,7
4/14/15 4:00,3,6,5,4,2,6,7,9
4/14/15 5:00,9,9,14,6,7,7,7,11
4/14/15 6:00,13,28,31,27,23,19,17,29
4/14/15 7:00,25,57,51,31,23,28,37,36
4/14/15 8:00,33,85,63,34,49,38,73,68
4/14/15 9:00,33,87,56,25,43,54,55,58
4/14/15 10:00,32,52,45,21,28,34,33,58
4/14/15 11:00,26,35,40,18,44,23,42,74
4/14/15 12:00,16,33,52,16,32,44,39,67
4/14/15 13:00,12,41,41,24,37,22,33,73
4/14/15 14:00,16,49,37,28,62,21,45,81
4/14/15 15:00,10,56,38,29,52,35,46,92
4/14/15 16:00,16,43,58,38,58,25,48,117
4/14/15 17:00,14,48,64,38,76,29,75,155
4/14/15 18:00,19,69,102,39,83,53,100,218
4/14/15 19:00,27,64,90,47,105,50,97,185
4/14/15 20:00,19,80,63,57,98,60,77,170
4/14/15 21:00,10,66,91,65,91,56,60,166
